"Fecha","EnergiaCsr","EnergiaMol","EnergiaMaz","EnergiaSop","EnergiaMsf"
"13/09/2026 00:00:00","5118.494054","3068.223112","262.013442","1771.0075000000002","17.25"
"12/09/2026 00:00:00","34705.83747","19719.519223000003","3084.191936000001","10740.126311000002","1162.0"
"11/09/2026 00:00:00","35642.767313000004","19721.890976","3286.6094600000006","10943.266876999998","1691.0"
"10/09/2026 00:00:00","36942.759975","21221.183396","3178.4261720000004","10610.690407000002","1932.46"
"09/09/2026 00:00:00","37283.151425","21385.205788","3775.494115","11154.451522","968.0"
"08/09/2026 00:00:00","37977.134875","21714.021394999996","3509.4916219999996","10980.121858","1773.5"
"07/09/2026 00:00:00","37741.291445","21900.567097000003","3504.718745","10730.005602999998","1606.0"
"06/09/2026 00:00:00","26259.030946999992","13119.106074000005","3282.131177","7288.543695999999","2569.25"
"05/09/2026 00:00:00","29098.76413800001","15242.72305","2286.23249","8683.558598","2886.25"
"04/09/2026 00:00:00","28782.135665","15545.597784","2535.4291699999994","8974.278710999999","1726.83"
"03/09/2026 00:00:00","29412.930618","15858.202591000005","3252.036268","9112.691759","1190.0"
"02/09/2026 00:00:00","29473.588457999995","16559.210956000006","2350.898462","9428.72904","1134.75"
"01/09/2026 00:00:00","26483.126652000006","15118.705462000002","1903.786195","8675.414995000001","785.22"
